person_name,user_name,email,personal_number,birth_date,address,phone_number,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Zaharia Suciu,zahariasuciu,zahariasuciu@email.ro,2461008034852,1948-04-06,"Bulevardul Veronica Toma Nr. 32 Bl. 41  Sc. 60 Ap. 242, Hunedoara, 492121",0231 070 176,a2:44:15:1a:c0:3d,152.24.180.173,RO03RZZW2244463645630382,2025-04-04 17:16:32,10348,280,136,1552312,5bb91abb-ed60-4a03-8477-37e860ebdc5c
Cătălina Nistor,cătălinanistor,cătălinanistor@141.ro,6620406211902,1911-07-03,"Strada Ardelean Nr. 227 Bl. 38  Sc. 40 Ap. 833, Dragasani, 413065",0749 940 375,7c:26:f4:67:bf:d8,180.209.47.106,RO45EFFL8355459626643155,2025-04-04 17:16:32,23648,395,164,722262,dbae022a-80cd-49f4-b7e2-3af4420a8aba
Aurora Dochioiu,auroradochioiu,auroradochioiu@gmail.com,5290104425408,1928-06-03,"Soseaua Tomescu, Amara, 933912",0264 219 499,04:0a:5f:e6:6d:cd,166.235.28.79,RO62IQNA8853277382567809,2025-04-04 17:16:32,2800,875,260,283625,562b3e80-83ee-4cf6-aaee-dc9de4dba1a7
Eftimie Ionescu,eftimieionescu,eftimieionescu@post.ro,2521127207738,1972-10-25,"Aleea Aanei, Bailesti, 765215",0744 989 052,84:2a:ea:6b:ad:3f,178.215.98.97,RO31TEEL7789499182360761,2025-04-04 17:16:32,28034,46,504,859143,a048f93a-6697-48e6-a5ff-2cd1da8177a2
Viorela Stănescu,viorelastănescu,viorelastănescu@post.ro,4460414126150,1989-02-03,"Strada Panagachie Tabacu Nr. 369 Bl. 72  Sc. 59 Ap. 582, Topoloveni, 768565",0741 369 015,04:42:2d:b9:f7:86,223.151.79.99,RO14QVAN7874312066846299,2025-04-04 17:16:32,3454,860,481,1715328,5950c752-53b1-4da1-af52-0d6fc7a6e617
Ruxanda Tomescu,ruxandatomescu,ruxandatomescu@gmail.com,4000916427171,2021-07-21,"Strada Dobre Nr. 926 Bl. 76  Sc. 21 Ap. 314, Zarnesti, 671866",0780 304 269,08:c4:32:78:f8:0e,167.194.38.108,RO40PDRH4563849102679524,2025-04-04 17:16:32,16744,836,500,502369,471f7e28-ca52-4440-9e99-299bc0da7d62
Tudosia Aanei,tudosiaaanei,tudosiaaanei@zzup.ro,5021211240190,1966-12-13,"Bulevardul Ionescu, Marginea, 170933",0721 618 512,d4:21:da:d3:d9:02,215.138.158.191,RO60LNIB1809273129750514,2025-04-04 17:16:32,24270,714,536,440641,b910ff27-d93c-45ea-9283-faa219bdf464
Denisa Nistor,denisanistor,denisanistor@kappa.ro,2140701048574,1954-03-20,"Soseaua Pușcașu, Adjud, 550060",0788 892 730,d6:63:1b:95:13:dd,46.118.220.143,RO62NPBH0855775269313337,2025-04-04 17:16:32,14589,492,424,589922,e890fd47-b4aa-457f-a057-f930fb7beaa4
Petrișor Nemeș,petrișornemeș,petrișornemeș@141.ro,6271117375055,1925-12-25,"Drumul Preda, Codlea, 920296",0239 199 815,e4:d7:6b:8f:84:15,94.34.113.197,RO05BHDA2379843825169114,2025-04-04 17:16:32,30243,12,266,1616079,206c3f98-0797-4dcc-9ea1-1e97773897fa
Todor Preda,todorpreda,todorpreda@gmail.com,1380222415574,1993-01-16,"Intrarea Toma, Jibou, 487468",0742 791 103,2c:0b:58:bb:8d:62,65.61.181.139,RO37COTT7550099008071963,2025-04-04 17:16:32,18801,934,431,794487,d66bab2c-6970-4bd4-a299-0e61925fd9dc
Antoaneta Tabacu,antoanetatabacu,antoanetatabacu@acasa.ro,3200824249549,1949-02-09,"Aleea Gheorghiu Nr. 20 Bl. 17  Sc. 39 Ap. 647, Focsani, 266495",0730 468 486,52:b3:73:02:bf:c1,213.5.94.9,RO41HDWH0721271986171267,2025-04-04 17:16:32,29836,14,647,1851764,9ba8aa94-5248-4dcd-b164-ab2ea8429402
Niculiță Toma,niculițătoma,niculițătoma@acasa.ro,8860220067781,1981-05-23,"Aleea Dochia Cristea, Rasinari, 879703",0735 060 654,ba:74:ac:80:16:5b,164.43.84.207,RO14LIEM7329303687672598,2025-04-04 17:16:32,5063,660,674,1580493,4a64183b-0a48-4ac7-9c54-8ccba14c4f41
Tiberia Diaconu,tiberiadiaconu,tiberiadiaconu@zzup.ro,1850527187761,1932-11-03,"Drumul Zamfir Tomescu Nr. 94, Cornetu, 957699",0780 963 390,4a:c9:01:06:80:27,18.162.86.3,RO81HXJN0968043762073352,2025-04-04 17:16:32,23913,625,102,968770,40e9683d-8f0a-4a4a-a7c5-4cc56ba58fa1
Eufrosina Georgescu,eufrosinageorgescu,eufrosinageorgescu@post.ro,8900423096029,2024-09-14,"Strada Cristea Nr. 95, Navodari, 731021",0247 598 574,9c:bb:38:35:c2:ef,46.126.151.237,RO03OODC4396419239611775,2025-04-04 17:16:32,5755,437,7,1553293,8d849ac3-b454-4882-9a85-1cde96a6a916
Antonie Toma,antonietoma,antonietoma@141.ro,5760526224261,1909-12-16,"Drumul Georgescu Nr. 58 Bl. 96  Sc. 29 Ap. 430, Moldova Veche, 137191",0734 152 228,32:ca:e4:a5:48:d8,64.241.28.167,RO96HOAJ1349682700296325,2025-04-04 17:16:32,22676,9,704,159903,b85660ec-e986-443a-ad7e-73c75bbbfb63
Emanoil Florea,emanoilflorea,emanoilflorea@zzup.ro,5670130112326,2014-10-18,"Intrarea Carolina Pușcașu Nr. 68 Bl. 50  Sc. 52 Ap. 213, Baile Borsa, 426165",0259 860 672,92:c0:b9:2e:74:d4,197.161.3.182,RO38XNUC3300339841433369,2025-04-04 17:16:32,32192,434,703,688868,a9d5f650-38e0-45c8-b5ba-d5d677bdbd98
Antim Diaconu,antimdiaconu,antimdiaconu@zzup.ro,7860211521198,2015-08-14,"Soseaua Preda, Aiud, 825372",0266 969 629,f6:e7:28:20:01:63,163.251.249.56,RO30TBAN1386410991235666,2025-04-04 17:16:32,1176,947,539,1567462,d92e63e7-9420-4b86-b48a-bf977a76ae0c
Anamaria Ababei,anamariaababei,anamariaababei@email.ro,6820624409445,1978-12-21,"Strada Didina Dochioiu Nr. 29, Murfatlar, 892445",0721 925 366,02:94:26:47:3a:13,157.192.114.113,RO23JGQQ2606845350246491,2025-04-04 17:16:32,5025,435,549,1946574,79c86238-af82-4da9-9254-10dd0d6f46cf
Eva Dima,evadima,evadima@acasa.ro,7300301362631,2014-03-25,"Soseaua Gheorghiu Nr. 311, Rasinari, 781082",0720 298 864,04:ed:9f:28:bc:df,214.125.121.148,RO74TMCJ5698139807965572,2025-04-04 17:16:32,3576,192,36,903224,0ad844d1-c139-423e-91d2-ef37fde24908
Codruța Suciu,codruțasuciu,codruțasuciu@acasa.ro,1980604226686,1940-01-19,"Bulevardul Dobre, Alexandria, 681926",0256 774 376,46:af:eb:e9:e1:f9,116.2.191.247,RO12ZXHJ4197370380954096,2025-04-04 17:16:32,32478,977,375,1716976,2b921e2f-ecd1-48fb-85d3-3a79601009ca
Teodora Tudor,teodoratudor,teodoratudor@kappa.ro,5950829449436,1928-05-19,"Soseaua Ababei, Tudora, 795486",0786 799 608,d8:a2:91:f5:38:83,10.135.45.103,RO47ITLA4793890593463878,2025-04-04 17:16:32,8124,788,190,733846,c45e5d6d-ebdd-4447-942b-b466f05c5def
Simion Popescu,simionpopescu,simionpopescu@zzup.ro,5100319348231,1952-04-25,"Intrarea Cristea Nr. 74 Bl. 70  Sc. 44 Ap. 377, Ineu, 181524",0765 610 600,e4:fb:99:44:00:da,35.122.181.72,RO71KWGT4270085566114919,2025-04-04 17:16:32,30195,437,348,1683159,9b14fe99-5d0b-4891-bbff-8421398f8bb3
Haralambie Stan,haralambiestan,haralambiestan@email.ro,3050603426811,2008-12-05,"Drumul Dobre Nr. 68 Bl. 47  Sc. 13 Ap. 999, Dragu-Brad, 194314",0231 833 748,6c:ac:38:0a:80:a8,50.84.219.164,RO09FQSZ1420095930717843,2025-04-04 17:16:32,27378,969,736,644009,bb15eb32-cc13-474f-b715-048e7c168163
Nora Cristea,noracristea,noracristea@141.ro,6720621396438,1944-04-01,"Aleea Suciu Nr. 469 Bl. 19  Sc. 83 Ap. 164, Topoloveni, 589000",0255 961 792,0a:0a:7a:74:6c:50,13.198.10.63,RO61XGQT5376147807215261,2025-04-04 17:16:32,2212,578,187,28492,c5f6750d-3d18-4280-96f7-292cb3917a13
Elisaveta Diaconescu,elisavetadiaconescu,elisavetadiaconescu@kappa.ro,4670715084791,1952-11-26,"Aleea Grațiela Dochioiu Nr. 702, Negresti, 831672",0755 346 302,82:ee:1c:35:08:df,200.220.131.3,RO88KBOJ7323498255856367,2025-04-04 17:16:32,28429,551,466,496602,67ae7032-c552-440c-9995-769b5d3baf8f
Mărioara Diaconescu,mărioaradiaconescu,mărioaradiaconescu@post.ro,2261004106708,1917-01-26,"Strada Antonia Oprea Nr. 19 Bl. 21  Sc. 50 Ap. 920, Hateg, 720475",0751 127 825,5e:f0:36:27:f1:50,4.200.219.237,RO83RNZE4610404170337830,2025-04-04 17:16:32,6665,921,454,170131,13fe3e53-f52b-425c-8548-ef72cfdda2cd
Carina Preda,carinapreda,carinapreda@zzup.ro,1551206276246,2023-04-21,"Soseaua Stancu Nr. 180 Bl. 58  Sc. 36 Ap. 398, Timisoara, 681390",0772 914 664,fc:37:b4:af:f3:93,200.57.248.150,RO33GAHF5125373181233081,2025-04-04 17:16:32,28442,536,365,1336601,955c2033-e428-44bc-a063-5598b92fa771
Coralia Tudor,coraliatudor,coraliatudor@kappa.ro,2650126312981,2013-09-02,"Soseaua Popa, Homocea, 118271",0757 799 970,b2:c8:82:e2:2a:e9,67.1.116.93,RO05TKGE0743589451743570,2025-04-04 17:16:32,17372,537,521,144068,033b3bf2-0894-4aad-8007-9fdcc5717678
Zenobia Georgescu,zenobiageorgescu,zenobiageorgescu@141.ro,5921222257321,2010-01-18,"Aleea Nemeș Nr. 76, Intorsura Buzaului, 502885",0250 478 422,48:5b:1a:62:d6:f4,161.216.154.112,RO52KENR3123338637564681,2025-04-04 17:16:32,498,478,440,1813600,97378028-38de-4c0d-97ee-b33745355549
Ghiță Cristea,ghițăcristea,ghițăcristea@acasa.ro,2690224194010,2010-04-29,"Drumul Edgar Mazilescu Nr. 50, Sadova, 642361",0261 235 363,46:12:0b:d5:26:6c,135.83.158.55,RO45QIAX9239779021702920,2025-04-04 17:16:32,7003,183,441,1334024,fa5ab99b-9f1c-4267-af71-47ba449a176c
Georgian Cristea,georgiancristea,georgiancristea@kappa.ro,4060508437034,1967-02-02,"Intrarea Popa Nr. 47 Bl. 48  Sc. 79 Ap. 829, Radauti, 612073",0725 923 414,42:d1:61:51:3d:6e,218.192.129.37,RO93NDVU4239163151619144,2025-04-04 17:16:32,10357,29,193,1974240,48f3dc7b-52aa-41f6-a0b4-cbf9f20de0ac
Ana Dobre,anadobre,anadobre@acasa.ro,7530601251503,1996-01-07,"Intrarea Oprea Nr. 202, Tandarei, 215420",0743 169 675,0c:f3:54:e1:d4:3c,141.104.155.199,RO56TGOY5575710568912129,2025-04-04 17:16:32,15992,268,59,530091,b3a762a9-0683-42a6-bb7f-4f4a7f1633ef
Antonela Dima,antoneladima,antoneladima@acasa.ro,8241010458401,1989-08-26,"Aleea Catinca Dochioiu, Calafat, 574482",0246 978 582,6c:55:a5:a4:43:63,98.191.226.104,RO24MUSM7145932757690533,2025-04-04 17:16:32,13046,321,76,125828,dad246de-09f9-4a98-b96e-faa40da304f6
Dan Preda,danpreda,danpreda@141.ro,6800218056469,1923-07-02,"Drumul Ababei Nr. 27, Arad, 888308",021 468 3181,3e:0e:17:0d:74:4a,103.191.239.212,RO97GNSH4436003542121175,2025-04-04 17:16:32,1770,870,184,1912894,a167cda9-4fec-4392-b8d5-470ba92292c7
Adriana Dochioiu,adrianadochioiu,adrianadochioiu@gmail.com,7440201017343,1978-03-23,"Drumul Eftimie, Balan, 904327",0737 364 503,f8:12:82:37:50:7b,96.250.169.128,RO23NNSW2453915151866588,2025-04-04 17:16:32,6354,582,87,1282276,301d563d-042c-4b2d-9766-f98ec86288bc
Sinică Dumitrescu,sinicădumitrescu,sinicădumitrescu@acasa.ro,4170905031503,2021-04-24,"Soseaua Stan, Cisnadie, 744762",0245 628 238,e4:a4:6e:57:f9:a8,192.255.249.233,RO24DZZC7854722173001273,2025-04-04 17:16:32,16099,431,47,821167,ff52925e-0e0e-4f37-816c-b4fd9df2c322
Nae Stoica,naestoica,naestoica@gmail.com,4510831308321,1949-04-28,"Soseaua Diaconescu, Intorsura Buzaului, 643980",0738 225 419,ba:21:6d:9c:72:cc,177.146.142.183,RO39KNSY1924234925195296,2025-04-04 17:16:32,17341,392,491,1190712,682f49e7-5161-44bc-88d1-ec397985bd40
Evelina Stoica,evelinastoica,evelinastoica@acasa.ro,2651116393450,1992-03-22,"Strada Ababei Nr. 614, Segarcea, 318283",0748 796 531,f6:25:45:91:7c:2b,136.176.160.240,RO02AFXS3862848060740174,2025-04-04 17:16:32,29367,463,675,1897591,4d9996b8-5ac4-4d61-999a-d9c45a400f0e
Maria Albu,mariaalbu,mariaalbu@post.ro,4440101154051,1977-01-01,"Strada Pop Nr. 997, Valenii de Munte, 914035",0721 951 398,94:17:6f:d8:6f:0b,77.251.177.21,RO29YCBG2150586385024582,2025-04-04 17:16:32,25114,704,635,1355611,704f1d5c-1582-4d0f-8863-8d489f89c903
Emilian Dinu,emiliandinu,emiliandinu@kappa.ro,1310920092029,1950-04-04,"Intrarea Nemeș Nr. 988 Bl. 61  Sc. 44 Ap. 580, Paunesti, 597457",0767 989 714,00:b3:6a:85:7f:09,186.44.139.195,RO66ECOZ0182518962871089,2025-04-04 17:16:32,13804,613,583,1470522,8b3e66f4-5f4f-40d6-811d-99b66c0ca932
Niculina Georgescu,niculinageorgescu,niculinageorgescu@post.ro,6340424373739,1956-10-21,"Intrarea Dumitrescu Nr. 867 Bl. 13  Sc. 59 Ap. 490, Onesti, 582217",0245 570 566,dc:aa:d8:dd:c3:50,80.203.148.163,RO88SEBK6446678160950106,2025-04-04 17:16:32,1852,618,163,1873299,180f19f6-b880-4e46-a54e-ce6052c132e9
Teodosia Stănescu,teodosiastănescu,teodosiastănescu@email.ro,7730728439306,1916-09-02,"Aleea Stancu, Giroc, 576611",0772 208 619,b6:ee:d5:9a:f5:cb,38.169.191.145,RO51YERU5656234373682949,2025-04-04 17:16:32,14422,972,377,768879,49a64584-529e-48a7-88e7-77e82f7b0e64
Lia Ionescu,liaionescu,liaionescu@post.ro,2380413524255,1916-07-30,"Strada Ilinca Tudor Nr. 36 Bl. 78  Sc. 28 Ap. 551, Pechea, 942709",0234 171 253,0a:d5:15:d8:62:ff,105.236.226.159,RO55RYSP8033862038295255,2025-04-04 17:16:32,29782,196,511,1118773,50f1617f-b88c-4136-ad14-c7e5281dacc8
Tinca Suciu,tincasuciu,tincasuciu@141.ro,6900625129799,1923-11-03,"Strada Popa, Sacele, 581497",0753 280 255,84:82:a0:1e:ca:5f,113.142.52.173,RO38TWKU7776889705624147,2025-04-04 17:16:32,27368,702,126,1690756,66b8aab6-063c-46a5-a686-1cf04c38870c
Ivona Mazilescu,ivonamazilescu,ivonamazilescu@acasa.ro,7140719064615,2012-04-06,"Aleea Toma Nr. 111 Bl. 89  Sc. 48 Ap. 145, Tufesti, 301721",0237 095 212,7e:b4:b9:12:a6:28,202.162.93.198,RO82GSQY3514100200303384,2025-04-04 17:16:32,3314,797,785,1435842,3163e416-d76e-4a64-8349-e1c4462bd9aa
Ștefan Preda,ștefanpreda,ștefanpreda@post.ro,6011212512037,1929-07-20,"Drumul Nistor, Beius, 967607",0752 419 737,60:b4:70:62:12:dd,39.48.14.168,RO80IMLT9337684109287596,2025-04-04 17:16:32,12512,557,347,1722558,5c9a6ca9-2ed4-4611-a1fa-5d73b695bd21
Valeria Gheorghiu,valeriagheorghiu,valeriagheorghiu@post.ro,2521221465427,1972-11-08,"Drumul Stan Nr. 56 Bl. 55  Sc. 87 Ap. 708, Adjud, 899643",0246 914 124,54:bf:43:bf:66:19,172.152.235.249,RO25HDXT8544267161053407,2025-04-04 17:16:32,31689,683,186,712669,99b28b52-cfaa-449a-bfa1-29b10ec57b1c
Eustațiu Stoica,eustațiustoica,eustațiustoica@141.ro,4341122421701,1999-09-14,"Drumul Stănescu Nr. 108 Bl. 79  Sc. 47 Ap. 898, Gaesti, 980441",0250 494 658,24:0e:a9:76:51:16,16.170.95.55,RO48BHDG0691193919903788,2025-04-04 17:16:32,30340,539,67,928842,31babf70-bc58-412f-9f84-c27dbe8773a6
Cristobal Manole,cristobalmanole,cristobalmanole@141.ro,8890511039311,1983-06-17,"Aleea Suciu, Cornetu, 389162",0784 832 621,4e:54:5c:08:4e:f9,8.133.41.76,RO34MDKV6138602895665202,2025-04-04 17:16:32,24328,13,544,1553023,17a029b8-8df1-41b2-9b3e-bcc5152ed729
Dumitrana Diaconescu,dumitranadiaconescu,dumitranadiaconescu@kappa.ro,7271108244697,1930-07-04,"Bulevardul Manole, Botosani, 675860",0725 508 027,32:1a:45:03:8d:ac,52.1.221.11,RO69TLPX4470599095600148,2025-04-04 17:16:32,23527,878,439,711530,381b9d5f-d411-455f-8ee6-71be0f404bd0
Stanca Oprea,stancaoprea,stancaoprea@kappa.ro,1681210237687,1967-06-18,"Soseaua Dumitrescu Nr. 22, Sannicolau Mare, 811954",0257 945 094,0c:7e:d4:d5:42:4c,102.99.124.84,RO56PXFN2399788978878584,2025-04-04 17:16:32,34450,632,655,741674,70346846-ace9-4bcb-9693-ed7535732504
Amalia Preda,amaliapreda,amaliapreda@gmail.com,8230913067347,1993-02-25,"Aleea Marinela Niță Nr. 84 Bl. 39  Sc. 92 Ap. 670, Vatra Dornei, 674150",0265 781 685,5a:ae:f2:a6:48:a3,59.79.108.130,RO71EOBZ2182982459084168,2025-04-04 17:16:32,25707,853,425,240806,51c7d306-5deb-40d3-bf17-a8e2d1003bf0
Frederic Stan,fredericstan,fredericstan@gmail.com,4450809011795,1912-09-30,"Drumul Amelia Ababei Nr. 81, Ramnicu Valcea, 988887",0254 154 753,d2:99:66:78:20:f1,4.67.165.49,RO13KVYC0333571964203394,2025-04-04 17:16:32,17378,174,480,63383,a774b8c4-34bb-4bf6-a13d-ff2795c3fa8a
Elodia Popa,elodiapopa,elodiapopa@zzup.ro,1940604089579,1931-09-27,"Drumul Marin Nr. 58 Bl. 81  Sc. 18 Ap. 983, Lumina, 722441",0244 403 442,90:92:5a:2b:7d:84,91.236.70.17,RO67HAWJ9042445745718451,2025-04-04 17:16:32,5129,437,238,771071,320d71f1-80b4-4606-b5c2-95de932622cb
Diana Ababei,dianaababei,dianaababei@zzup.ro,4250421238312,1956-03-31,"Drumul Voinea Nr. 58 Bl. 44  Sc. 64 Ap. 383, Iasi, 163931",0734 454 063,0a:dd:cb:f4:01:24,65.205.211.187,RO69LVSD6497076468719576,2025-04-04 17:16:32,7959,549,584,1287663,bd9a5e7d-2516-4b9f-9534-b15c8359a56c
Andrei Toma,andreitoma,andreitoma@141.ro,6390329269069,1957-05-24,"Aleea Oprea Nr. 126 Bl. 27  Sc. 10 Ap. 504, Babeni, 438830",0239 331 692,a2:a4:19:cf:38:6b,202.185.42.95,RO83WOZO7624639358179163,2025-04-04 17:16:32,22723,194,295,737233,7b045c54-39a1-4ac3-b1c6-3950095282b6
Rica Niță,ricaniță,ricaniță@email.ro,4850919355159,2013-02-25,"Intrarea Preda Nr. 25, Sandominic, 883448",0232 326 123,d8:9f:14:b8:49:21,88.57.44.12,RO20VPTS9764487342366158,2025-04-04 17:16:32,5528,971,193,87619,b89d69d6-7bd2-44b4-81a2-29e033b69a00
Sorina Dinu,sorinadinu,sorinadinu@gmail.com,5201018211922,1994-05-12,"Strada Pușcașu, Harsova, 371324",0722 738 093,90:fc:31:6d:b6:c3,150.97.41.132,RO16GKQF6048192207002105,2025-04-04 17:16:32,8564,794,771,1691572,64e06fdd-9688-4c30-b4dc-92eea6c2dd12
Caterina Preda,caterinapreda,caterinapreda@kappa.ro,1070617103022,1913-12-07,"Drumul Barbu Nr. 23 Bl. 83  Sc. 90 Ap. 423, Lugoj, 559066",0241 728 847,56:e9:31:8d:37:d1,137.8.108.237,RO17WYJJ3269546587275125,2025-04-04 17:16:32,9983,263,517,795879,6b8f16ae-f149-4501-a730-999ad36e3545
Cristobal Diaconescu,cristobaldiaconescu,cristobaldiaconescu@email.ro,2200413038441,1974-02-28,"Intrarea Ene Nr. 224, Sadova, 643829",0711 903 415,d6:42:c3:e6:e4:c8,220.233.238.127,RO19OULO8113281108471839,2025-04-04 17:16:32,6380,81,217,327948,88d754e7-18ff-4d53-95b6-9c3def3591ea
Edmond Popescu,edmondpopescu,edmondpopescu@141.ro,7820230309477,2014-11-17,"Soseaua Geanina Manole Nr. 779 Bl. 25  Sc. 74 Ap. 902, Cudalbi, 233563",0720 743 766,04:92:4b:de:75:36,141.167.38.207,RO70ZBUQ9814103470629880,2025-04-04 17:16:32,27609,553,627,1856100,8b13167a-3c7b-4ed5-868a-af96c8f3dd6d
Călin Diaconu,călindiaconu,călindiaconu@zzup.ro,5220120195328,1989-10-26,"Strada Panait Niță Nr. 46 Bl. 75  Sc. 53 Ap. 501, Pascani, 295993",0250 986 822,ac:f5:e9:51:28:18,98.109.159.76,RO41MUZY6348956622097547,2025-04-04 17:16:32,1879,793,707,68335,8d1868f4-979b-497c-8226-8e92bf351886
Marcheta Ardelean,marchetaardelean,marchetaardelean@141.ro,1670923313903,1999-08-29,"Strada Mazilescu, Chisineu-Cris, 537700",0246 484 695,e6:1d:53:eb:bd:af,142.121.212.246,RO88LZNN1002197180360859,2025-04-04 17:16:32,26727,453,430,315420,dee14714-0540-494f-a40e-dbdd59858a58
Alida Manole,alidamanole,alidamanole@gmail.com,4231002155722,1926-06-22,"Drumul Aanei, Curtea de Arges, 470724",0728 061 063,50:9e:b5:27:10:cf,149.10.84.87,RO52HZCU4995525923181244,2025-04-04 17:16:32,30638,221,590,864416,5998d1f4-6faa-4311-8362-4a25ab43098d
Matilda Oprea,matildaoprea,matildaoprea@kappa.ro,7800214299439,1948-02-12,"Aleea Tudor Nr. 12 Bl. 14  Sc. 77 Ap. 925, Valea Mare (Negresti), 732107",0257 688 593,be:7c:14:b4:a1:ac,205.120.116.113,RO36GCIE9604243502172758,2025-04-04 17:16:32,26776,371,85,1624458,fe4ccdd2-052f-4f37-82f3-f805391c4e32
Monalisa Stan,monalisastan,monalisastan@141.ro,4390712174034,1959-11-23,"Strada Barbu, Oravita, 998953",0743 873 770,98:16:94:36:39:59,213.181.57.89,RO85XXBY1362110522609148,2025-04-04 17:16:32,5049,72,67,1016423,b667af4a-d93c-4cf3-af60-0c547ede82c0
Octaviana Diaconu,octavianadiaconu,octavianadiaconu@post.ro,3640819058381,1983-07-28,"Intrarea Florea Nr. 61 Bl. 83  Sc. 13 Ap. 462, Falticeni, 755224",0261 459 160,92:b8:62:ba:56:37,199.103.125.43,RO26LVEM7985859546404704,2025-04-04 17:16:32,5575,81,76,137004,f9b5375c-b609-47bf-abca-4dd7e8353daa
Jana Nistor,jananistor,jananistor@kappa.ro,6500919234880,1977-10-25,"Strada Ducu Aanei Nr. 933 Bl. 57  Sc. 84 Ap. 602, Dragu-Brad, 686259",0257 727 438,de:7d:53:95:bc:49,32.140.18.213,RO86KNQW9610124559860422,2025-04-04 17:16:32,10827,486,364,753302,43342f27-bd83-447f-ade3-d92cf8526736
Bartolomeu Ardelean,bartolomeuardelean,bartolomeuardelean@post.ro,3380516076555,2024-07-18,"Intrarea Julia Nemeș, Mizil, 705322",0258 607 186,5a:e3:ba:54:70:07,34.24.157.130,RO89ZIMO6864754800627203,2025-04-04 17:16:32,22637,606,72,1713541,7cb0dd5f-3c1f-44c8-9d8a-eea0092cff66
Tatiana Georgescu,tatianageorgescu,tatianageorgescu@gmail.com,4020313429737,1945-10-26,"Intrarea Dobre, Curtici, 654749",0757 359 798,88:80:09:3a:c0:70,208.174.241.90,RO94AEJA4763393065803582,2025-04-04 17:16:32,13277,547,284,681360,0211aa95-5ef8-484f-a9b0-83777ccb4db5
Pompiliu Niță,pompiliuniță,pompiliuniță@post.ro,7021224409696,1930-06-24,"Intrarea Barbu Nr. 32 Bl. 52  Sc. 27 Ap. 280, Tandarei, 988113",0252 483 719,94:a0:47:35:ff:1b,111.246.78.17,RO41LGZM0843554533531018,2025-04-04 17:16:32,9734,528,525,1941829,894b097e-a42c-4d78-b30a-51798cd49dc9
Constanța Dochioiu,constanțadochioiu,constanțadochioiu@acasa.ro,8290508221066,2007-02-10,"Drumul Petruț Manole, Curcani, 285483",0234 973 875,66:c2:89:44:46:26,106.57.82.103,RO13MNWN9822240971661636,2025-04-04 17:16:32,8581,776,558,818411,b96e4ccc-1ed8-4c21-a2dc-b2247489d315
Paul Dima,pauldima,pauldima@email.ro,2901013346499,1913-09-25,"Intrarea Preda Nr. 543 Bl. 99  Sc. 59 Ap. 335, Fagaras, 913838",0785 965 525,fa:9b:b4:57:c5:48,136.33.53.19,RO18WADX2142647908622735,2025-04-04 17:16:32,19704,589,521,1314902,6fc28d5b-e456-492a-99a1-ca192e2591f1
Lăcrămioara Barbu,lăcrămioarabarbu,lăcrămioarabarbu@141.ro,7910808142218,1925-02-21,"Bulevardul Ioniță Nr. 882, Intorsura Buzaului, 822056",0261 657 806,2a:6f:b4:1b:77:f2,51.251.255.209,RO59YXLN2573755243200174,2025-04-04 17:16:32,19301,98,666,366260,081c1fb5-06cf-44a2-9c1d-92953ac64498
Ana Niță,ananiță,ananiță@post.ro,7270209151198,1938-02-24,"Bulevardul Pușcașu Nr. 389, Dobroesti, 268486",0736 878 276,c2:f2:f7:5b:18:6a,42.61.226.249,RO82MNGQ3240214146082691,2025-04-04 17:16:32,33621,569,275,1891107,b67788d4-c84b-4251-b4b3-f27b14b95934
Nicoară Diaconu,nicoarădiaconu,nicoarădiaconu@post.ro,1070222429993,1970-10-15,"Drumul Nemeș Nr. 690 Bl. 50  Sc. 30 Ap. 883, Sangeorgiu de Mures, 892451",0263 899 502,30:66:46:19:a3:00,218.132.237.43,RO27PEZQ4518824539638094,2025-04-04 17:16:32,23229,666,570,1894956,719a8313-c1d2-445e-bb24-82341e16233c
Mara Niță,maraniță,maraniță@zzup.ro,1490411012996,1933-04-19,"Bulevardul Alistar Florea Nr. 649, Rovinari, 475663",0784 870 893,5e:38:eb:34:ba:a7,136.144.70.25,RO34TZUP0340576005685553,2025-04-04 17:16:32,25774,704,191,455318,c7677736-4e2f-4f0b-b8ee-fb43f72fdae6
Laura Barbu,laurabarbu,laurabarbu@kappa.ro,1420327043851,1918-06-03,"Drumul Ardelean Nr. 16, Branesti, 849446",0763 718 338,28:29:12:3e:99:2e,109.54.245.133,RO23FMTL0898325465297283,2025-04-04 17:16:32,32916,476,563,1058609,0b12c816-fd48-4d4a-a07a-64896066e6a8
Emanuela Voinea,emanuelavoinea,emanuelavoinea@zzup.ro,1160203410084,1910-09-09,"Intrarea Veniamin Pușcașu Nr. 87 Bl. 53  Sc. 92 Ap. 978, Mogosoaia, 292237",0254 230 232,da:1b:f3:f8:11:46,172.191.114.179,RO63HNKC1007538272740495,2025-04-04 17:16:32,7752,740,316,1609795,a1f2ce39-93f7-46fd-9094-91444bf002b0
Olimpiu Ionescu,olimpiuionescu,olimpiuionescu@post.ro,8030710294002,2005-12-16,"Soseaua Popa Nr. 745, Slatina, 665759",0764 803 034,10:eb:6d:b9:d0:7b,98.109.31.161,RO41SUHJ9904830128154315,2025-04-04 17:16:32,29784,47,260,1233728,8dd0fc93-a613-447a-afdc-951f369c2003
